form_1	freq_1	stem	xpostag	variation	lemma_freq_corrected	corpus_size	form_2	freq_2	odds	log_odds	base	derivational	nsyl	base_tr	lemma	p
izgágáskodok	4	izgágáskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	102	8570080167	izgágáskodom	3	1.25	0.22314355131420976	izgágáskodik	NA	4	izgágáskodik	izgágáškodik	0.5555555555555556
izmosodok	43	izmosodo	[/V][Prs.NDef.1Sg]	lakom/lakok	4740	8570080167	izmosodom	66	0.6567164179104478	-0.42050298547270487	izmosodik	NA	3	izmosodik	izmošodik	0.39639639639639646
izolálódok	2	izolálódo	[/V][Prs.NDef.1Sg]	lakom/lakok	876	8570080167	izolálódom	2	1	0	izolálódik	NA	4	izolálódik	izolálódik	0.5
játszadozok	92	játszadozo	[/V][Prs.NDef.1Sg]	lakom/lakok	20243	8570080167	játszadozom	398	0.23308270676691728	-1.4563619237366077	játszadozik	zik	3	játßadozik	játsadozik	0.1890243902439024
játszok	13656	játszo	[/V][Prs.NDef.1Sg]	lakom/lakok	2672605	8570080167	játszom	44995	0.3035158680771624	-1.192321386234292	játszik	szik	1	játßik	játsik	0.23284401479890202
játszódok	16	játszódo	[/V][Prs.NDef.1Sg]	lakom/lakok	142955	8570080167	játszódom	11	1.4166666666666667	0.3483066942682158	játszódik	NA	2	játßódik	játsódik	0.5862068965517242
jelentkezek	3113	jelentkeze	[/V][Prs.NDef.1Sg]	lakom/lakok	1317571	8570080167	jelentkezem	18823	0.16542711432214194	-1.7992245780132547	jelentkezik	zik	3	jelentkezik	jelentkezik	0.14194548272404048
jeleskedek	109	jeleskede	[/V][Prs.NDef.1Sg]	lakom/lakok	26740	8570080167	jeleskedem	123	0.8870967741935484	-0.11980119981262063	jeleskedik	NA	3	jeleskedik	jeleškedik	0.47008547008547014
jogászkodok	5	jogászkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	881	8570080167	jogászkodom	19	0.3	-1.203972804325936	jogászkodik	NA	3	jogáßkodik	jogáskodik	0.23076923076923078
jógázok	335	jógázo	[/V][Prs.NDef.1Sg]	lakom/lakok	17732	8570080167	jógázom	1417	0.23695345557122707	-1.439891547128869	jógázik	zik	2	jógázik	jógázik	0.1915621436716077
jóllakok	119	jóllako	[/V][Prs.NDef.1Sg]	lakom/lakok	27189	8570080167	jóllakom	19	6	1.791759469228055	jóllakik	NA	2	jóllakik	jóllakik	0.8571428571428571
józanodok	24	józanodo	[/V][Prs.NDef.1Sg]	lakom/lakok	1799	8570080167	józanodom	26	0.925925925925926	-0.07696104113612832	józanodik	NA	3	józanodik	józanodik	0.4807692307692307
juhászkodok	1	juhászkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	105	8570080167	juhászkodom	2	0.6666666666666666	-0.4054651081081645	juhászkodik	NA	3	juháßkodik	juháskodik	0.4
kacérkodok	298	kacérkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	13978	8570080167	kacérkodom	897	0.33296213808463254	-1.099726494911513	kacérkodik	NA	3	kacérkodik	kacérkodik	0.24979114452798662
kacsázok	48	kacsázo	[/V][Prs.NDef.1Sg]	lakom/lakok	1895	8570080167	kacsázom	5	8.166666666666666	2.1000608288825715	kacsázik	zik	2	kaçázik	kačázik	0.890909090909091
kajakozok	51	kajakozo	[/V][Prs.NDef.1Sg]	lakom/lakok	4622	8570080167	kajakozom	97	0.5306122448979592	-0.63372376008914455	kajakozik	zik	3	kajakozik	kajakozik	0.3466666666666667
kajánkodok	17	kajánkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	917	8570080167	kajánkodom	1	9	2.1972245773362196	kajánkodik	NA	3	kajánkodik	kajánkodik	0.8999999999999999
kallódok	8	kallódo	[/V][Prs.NDef.1Sg]	lakom/lakok	5181	8570080167	kallódom	6	1.2857142857142858	0.25131442828090617	kallódik	NA	2	kallódik	kallódik	0.5625
kalózkodok	12	kalózkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	1080	8570080167	kalózkodom	18	0.6842105263157895	-0.3794896217049037	kalózkodik	NA	3	kalózkodik	kalózkodik	0.40625
kamaszodok	6	kamaszodo	[/V][Prs.NDef.1Sg]	lakom/lakok	1964	8570080167	kamaszodom	9	0.7	-0.35667494393873245	kamaszodik	NA	3	kamaßodik	kamasodik	0.4117647058823529
kántorkodok	6	kántorkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	254	8570080167	kántorkodom	21	0.3181818181818182	-1.1451323043030026	kántorkodik	NA	3	kántorkodik	kántorkodik	0.24137931034482757
kapálódzok	40	kapálódzo	[/V][Prs.NDef.1Sg]	lakom/lakok	6110	8570080167	kapálódzom	26	1.5185185185185186	0.4177352006999788	kapálódzik	zik	3	kapálódzik	kapálódzik	0.6029411764705883
kaparászok	27	kaparászo	[/V][Prs.NDef.1Sg]	lakom/lakok	2081	8570080167	kaparászom	41	0.6666666666666666	-0.4054651081081645	kaparászik	szik	3	kaparáßik	kaparásik	0.4
kapaszkodok	947	kapaszkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	113682	8570080167	kapaszkodom	1846	0.513264753654575	-0.6669634779442181	kapaszkodik	NA	3	kapaßkodik	kapaskodik	0.3391771019677997
kapcsolódok	659	kapcsolódo	[/V][Prs.NDef.1Sg]	lakom/lakok	635457	8570080167	kapcsolódom	1060	0.6220546654099905	-0.4747273035935119	kapcsolódik	NA	3	kapçolódik	kapčolódik	0.38349796629866356
karcsúsodok	4	karcsúsodo	[/V][Prs.NDef.1Sg]	lakom/lakok	1804	8570080167	karcsúsodom	6	0.7142857142857143	-0.3364722366212129	karcsúsodik	NA	3	karçúsodik	karčúšodik	0.4166666666666667
kardoskodok	103	kardoskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	6275	8570080167	kardoskodom	189	0.5473684210526316	-0.6026331730191135	kardoskodik	NA	3	kardoskodik	kardoškodik	0.3537414965986395
kárhozok	9	kárhozo	[/V][Prs.NDef.1Sg]	lakom/lakok	4546	8570080167	kárhozom	13	0.7142857142857143	-0.3364722366212129	kárhozik	zik	2	kárhozik	kárhozik	0.4166666666666667
karikázok	94	karikázo	[/V][Prs.NDef.1Sg]	lakom/lakok	14609	8570080167	karikázom	30	3.064516129032258	1.1198896871153945	karikázik	zik	3	karikázik	karikázik	0.7539682539682538
káromkodok	551	káromkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	23314	8570080167	káromkodom	148	3.704697986577181	1.3096017403316362	káromkodik	NA	3	káromkodik	káromkodik	0.7874465049928674
kártyázok	128	kártyázo	[/V][Prs.NDef.1Sg]	lakom/lakok	10854	8570080167	kártyázom	70	1.816901408450704	0.5971325273203567	kártyázik	zik	2	kár†ázik	kárṯázik	0.645
kászálódok	85	kászálódo	[/V][Prs.NDef.1Sg]	lakom/lakok	2552	8570080167	kászálódom	27	3.0714285714285716	1.122142786078304	kászálódik	NA	3	káßálódik	kásálódik	0.7543859649122807
katonáskodok	1	katonáskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	2521	8570080167	katonáskodom	4	0.4	-0.916290731874155	katonáskodik	NA	4	katonáskodik	katonáškodik	0.2857142857142857
kávézok	558	kávézo	[/V][Prs.NDef.1Sg]	lakom/lakok	24144	8570080167	kávézom	309	1.803225806451613	0.5895771756759072	kávézik	zik	2	kávézik	kávézik	0.6432681242807825
kedélyeskedek	1	kedélyeskede	[/V][Prs.NDef.1Sg]	lakom/lakok	364	8570080167	kedélyeskedem	2	0.6666666666666666	-0.4054651081081645	kedélyeskedik	NA	4	kedé¬eskedik	kedéješkedik	0.4
kedveskedek	496	kedveskede	[/V][Prs.NDef.1Sg]	lakom/lakok	70883	8570080167	kedveskedem	130	3.793893129770992	1.3333927028954773	kedveskedik	NA	3	kedveskedik	kedveškedik	0.7914012738853504
kedvetlenedek	9	kedvetlenede	[/V][Prs.NDef.1Sg]	lakom/lakok	491	8570080167	kedvetlenedem	1	5	1.6094379124341005	kedvetlenedik	NA	4	kedvetlenedik	kedvetlenedik	0.8333333333333334
kegyeskedek	18	kegyeskede	[/V][Prs.NDef.1Sg]	lakom/lakok	2677	8570080167	kegyeskedem	7	2.375	0.8649974374866045	kegyeskedik	NA	3	ke©eskedik	keḏeškedik	0.7037037037037037
kegyetlenkedek	3	kegyetlenkede	[/V][Prs.NDef.1Sg]	lakom/lakok	1899	8570080167	kegyetlenkedem	3	1	0	kegyetlenkedik	NA	4	ke©etlenkedik	keḏetlenkedik	0.5
kekeckedek	109	kekeckede	[/V][Prs.NDef.1Sg]	lakom/lakok	3302	8570080167	kekeckedem	44	2.4444444444444446	0.8938178760220965	kekeckedik	NA	3	kekeckedik	kekeckedik	0.7096774193548386
kellemetlenkedek	14	kellemetlenkede	[/V][Prs.NDef.1Sg]	lakom/lakok	1776	8570080167	kellemetlenkedem	14	1	0	kellemetlenkedik	NA	5	kellemetlenkedik	kellemetlenkedik	0.5
kelletlenkedek	2	kelletlenkede	[/V][Prs.NDef.1Sg]	lakom/lakok	105	8570080167	kelletlenkedem	1	1.5	0.4054651081081644	kelletlenkedik	NA	4	kelletlenkedik	kelletlenkedik	0.6000000000000001
keményedek	60	keményede	[/V][Prs.NDef.1Sg]	lakom/lakok	8028	8570080167	keményedem	1	30.5	3.417726683613366	keményedik	NA	3	kemé¥edik	keméṉedik	0.9682539682539683
kenődök	12	kenődö	[/V][Prs.NDef.1Sg]	lakom/lakok	4832	8570080167	kenődöm	2	4.333333333333333	1.466337068793427	kenődik	NA	2	kenődik	kenődik	0.8125
kényeskedek	17	kényeskede	[/V][Prs.NDef.1Sg]	lakom/lakok	949	8570080167	kényeskedem	5	3	1.0986122886681098	kényeskedik	NA	3	ké¥eskedik	kéṉeškedik	0.75
képzelődök	266	képzelődö	[/V][Prs.NDef.1Sg]	lakom/lakok	5260	8570080167	képzelődöm	682	0.39092240117130306	-0.9392462011705406	képzelődik	NA	3	képzelődik	képzelődik	0.28105263157894733
képződök	10	képződö	[/V][Prs.NDef.1Sg]	lakom/lakok	75875	8570080167	képződöm	75	0.14473684210526316	-1.9328380674879604	képződik	NA	2	képződik	képződik	0.12643678160919541
kérdezősködök	221	kérdezősködö	[/V][Prs.NDef.1Sg]	lakom/lakok	15871	8570080167	kérdezősködöm	348	0.6361031518624641	-0.4523945403301478	kérdezősködik	NA	4	kérdezősködik	kérdezőšködik	0.38879159369527144
kéredzkedek	18	kéredzkede	[/V][Prs.NDef.1Sg]	lakom/lakok	2470	8570080167	kéredzkedem	10	1.7272727272727273	0.5465437063680699	kéredzkedik	NA	3	kéredzkedik	kéredzkedik	0.6333333333333333
kerekedek	69	kerekede	[/V][Prs.NDef.1Sg]	lakom/lakok	69864	8570080167	kerekedem	40	1.7073170731707317	0.5349231753450512	kerekedik	NA	3	kerekedik	kerekedik	0.6306306306306306
kerekezek	165	kerekeze	[/V][Prs.NDef.1Sg]	lakom/lakok	7868	8570080167	kerekezem	55	2.9642857142857144	1.086636097621394	kerekezik	zik	3	kerekezik	kerekezik	0.7477477477477478
kerékpározok	636	kerékpározo	[/V][Prs.NDef.1Sg]	lakom/lakok	24358	8570080167	kerékpározom	455	1.3969298245614037	0.33427684605777724	kerékpározik	zik	4	kerékpározik	kerékpározik	0.5827996340347666
kereskedek	635	kereskede	[/V][Prs.NDef.1Sg]	lakom/lakok	48423	8570080167	kereskedem	348	1.822349570200573	0.600126641137695	kereskedik	NA	3	kereskedik	kereškedik	0.6456852791878173
kergetőzök	10	kergetőzö	[/V][Prs.NDef.1Sg]	lakom/lakok	5058	8570080167	kergetőzöm	10	1	0	kergetőzik	zik	3	kergetőzik	kergetőzik	0.5
keringőzök	18	keringőzö	[/V][Prs.NDef.1Sg]	lakom/lakok	2274	8570080167	keringőzöm	2	6.333333333333333	1.8458266904983307	keringőzik	zik	3	keringőzik	keringőzik	0.8636363636363636
kérkedek	99	kérkede	[/V][Prs.NDef.1Sg]	lakom/lakok	10714	8570080167	kérkedem	47	2.0833333333333335	0.7339691750802005	kérkedik	NA	2	kérkedik	kérkedik	0.6756756756756757
kérődzök	32	kérődzö	[/V][Prs.NDef.1Sg]	lakom/lakok	1494	8570080167	kérődzöm	25	1.2692307692307692	0.23841102344499815	kérődzik	zik	2	kérődzik	kérődzik	0.559322033898305
kertészkedek	814	kertészkede	[/V][Prs.NDef.1Sg]	lakom/lakok	14951	8570080167	kertészkedem	911	0.893640350877193	-0.1124518768334687	kertészkedik	NA	3	kertéßkedik	kertéskedik	0.47191661841343374
keseredek	136	keserede	[/V][Prs.NDef.1Sg]	lakom/lakok	22200	8570080167	keseredem	5	22.833333333333332	3.1282214566000697	keseredik	NA	3	keseredik	kešeredik	0.9580419580419581
késlekedek	65	késlekede	[/V][Prs.NDef.1Sg]	lakom/lakok	18894	8570080167	késlekedem	94	0.6947368421052632	-0.3642221495741152	késlekedik	NA	3	késlekedik	kéšlekedik	0.40993788819875776
készülődök	602	készülődö	[/V][Prs.NDef.1Sg]	lakom/lakok	54120	8570080167	készülődöm	535	1.125	0.11778303565638346	készülődik	NA	3	kéßülődik	késülődik	0.5294117647058824
kételkedek	1219	kételkede	[/V][Prs.NDef.1Sg]	lakom/lakok	68084	8570080167	kételkedem	6046	0.20175293533983793	-1.6007114225459107	kételkedik	NA	3	kételkedik	kételkedik	0.16788220723820008
kétkedek	60	kétkede	[/V][Prs.NDef.1Sg]	lakom/lakok	9459	8570080167	kétkedem	114	0.5304347826086957	-0.6340582641899387	kétkedik	NA	2	kétkedik	kétkedik	0.3465909090909091
kétségbeesek	136	kétségbeese	[/V][Prs.NDef.1Sg]	lakom/lakok	19352	8570080167	kétségbeesem	17	7.611111111111111	2.02960916793196	kétségbeesik	NA	4	kétségbeesik	kétšégbeešik	0.8838709677419354
kétszínűsködök	4	kétszínűsködö	[/V][Prs.NDef.1Sg]	lakom/lakok	49	8570080167	kétszínűsködöm	1	2.5	0.9162907318741552	kétszínűsködik	NA	4	kétßínűsködik	kétsínűšködik	0.7142857142857143
kettőzök	6	kettőzö	[/V][Prs.NDef.1Sg]	lakom/lakok	1835	8570080167	kettőzöm	1	3.5	1.252762968495368	kettőzik	zik	2	kettőzik	kettőzik	0.7777777777777779
kezdődök	170	kezdődö	[/V][Prs.NDef.1Sg]	lakom/lakok	1316010	8570080167	kezdődöm	33	5.029411764705882	1.6153030318864985	kezdődik	NA	2	kezdődik	kezdődik	0.8341463414634147
kezeskedek	40	kezeskede	[/V][Prs.NDef.1Sg]	lakom/lakok	3469	8570080167	kezeskedem	330	0.12386706948640484	-2.088546308672755	kezeskedik	NA	3	kezeskedik	kezeškedik	0.11021505376344087
kézilabdázok	97	kézilabdázo	[/V][Prs.NDef.1Sg]	lakom/lakok	8370	8570080167	kézilabdázom	79	1.225	0.2029408439966904	kézilabdázik	zik	4	kézilabdázik	kézilabdázik	0.550561797752809
kézimunkázok	45	kézimunkázo	[/V][Prs.NDef.1Sg]	lakom/lakok	2207	8570080167	kézimunkázom	29	1.5333333333333334	0.42744401482693967	kézimunkázik	zik	4	kézimunkázik	kézimunkázik	0.6052631578947368
kiáltozok	45	kiáltozo	[/V][Prs.NDef.1Sg]	lakom/lakok	13243	8570080167	kiáltozom	105	0.4339622641509434	-0.8347976976229721	kiáltozik	zik	3	kiáltozik	kiáltozik	0.3026315789473684
kiéleződök	1	kiéleződö	[/V][Prs.NDef.1Sg]	lakom/lakok	6075	8570080167	kiéleződöm	2	0.6666666666666666	-0.4054651081081645	kiéleződik	NA	4	kiéleződik	kiéleződik	0.4
kínlódok	1203	kínlódo	[/V][Prs.NDef.1Sg]	lakom/lakok	23589	8570080167	kínlódom	514	2.337864077669903	0.8492377252050303	kínlódik	NA	2	kínlódik	kínlódik	0.7004072134962187
kisebbedek	3	kisebbede	[/V][Prs.NDef.1Sg]	lakom/lakok	1371	8570080167	kisebbedem	1	2	0.6931471805599453	kisebbedik	NA	3	kisebbedik	kišebbedik	0.6666666666666666
kitárulkozok	9	kitárulkozo	[/V][Prs.NDef.1Sg]	lakom/lakok	4038	8570080167	kitárulkozom	113	0.08771929824561403	-2.4336133554004498	kitárulkozik	zik	4	kitárulkozik	kitárulkozik	0.08064516129032258
kíváncsiskodok	69	kíváncsiskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	4599	8570080167	kíváncsiskodom	143	0.4861111111111111	-0.7213180575266417	kíváncsiskodik	NA	4	kívánçiskodik	kívánčiškodik	0.32710280373831774
kívánkozok	86	kívánkozo	[/V][Prs.NDef.1Sg]	lakom/lakok	19880	8570080167	kívánkozom	379	0.22894736842105265	-1.474263134065848	kívánkozik	zik	3	kívánkozik	kívánkozik	0.1862955032119914
kocsikázok	86	kocsikázo	[/V][Prs.NDef.1Sg]	lakom/lakok	5753	8570080167	kocsikázom	18	4.578947368421052	1.5214691394881432	kocsikázik	zik	3	koçikázik	kočikázik	0.820754716981132
költekezek	41	költekeze	[/V][Prs.NDef.1Sg]	lakom/lakok	6117	8570080167	költekezem	27	1.5	0.4054651081081644	költekezik	zik	3	költekezik	költekezik	0.6000000000000001
költözek	6	költöze	[/V][Prs.NDef.1Sg]	lakom/lakok	393996	8570080167	költözem	2	2.3333333333333335	0.8472978603872037	költözik	zik	2	költözik	költözik	0.7
költözködök	41	költözködö	[/V][Prs.NDef.1Sg]	lakom/lakok	3358	8570080167	költözködöm	73	0.5675675675675675	-0.5663954749208014	költözködik	NA	3	költözködik	költözködik	0.3620689655172414
költözök	1141	költözö	[/V][Prs.NDef.1Sg]	lakom/lakok	393996	8570080167	költözöm	3316	0.344287006331022	-1.066279648731097	költözik	zik	2	költözik	költözik	0.2561112357030724
komédiázok	13	komédiázo	[/V][Prs.NDef.1Sg]	lakom/lakok	1738	8570080167	komédiázom	7	1.75	0.5596157879354227	komédiázik	zik	4	komédiázik	komédiázik	0.6363636363636364
komolyodok	6	komolyodo	[/V][Prs.NDef.1Sg]	lakom/lakok	3885	8570080167	komolyodom	17	0.3888888888888889	-0.9444616088408514	komolyodik	NA	3	komo¬odik	komojodik	0.27999999999999997
komolytalankodok	20	komolytalankodo	[/V][Prs.NDef.1Sg]	lakom/lakok	492	8570080167	komolytalankodom	4	4.2	1.4350845252893227	komolytalankodik	NA	5	komo¬talankodik	komojtalankodik	0.8076923076923077
komorodok	5	komorodo	[/V][Prs.NDef.1Sg]	lakom/lakok	605	8570080167	komorodom	4	1.2	0.1823215567939546	komorodik	NA	3	komorodik	komorodik	0.5454545454545454
könnyezek	474	könnyeze	[/V][Prs.NDef.1Sg]	lakom/lakok	19660	8570080167	könnyezem	66	7.08955223880597	1.958622184643675	könnyezik	zik	2	kön¥ezik	könṉezik	0.8763837638376384
konszolidálódok	2	konszolidálódo	[/V][Prs.NDef.1Sg]	lakom/lakok	3601	8570080167	konszolidálódom	2	1	0	konszolidálódik	NA	5	konßolidálódik	konsolidálódik	0.5
kontárkodok	45	kontárkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	1129	8570080167	kontárkodom	92	0.4946236559139785	-0.703958096664161	kontárkodik	NA	3	kontárkodik	kontárkodik	0.33093525179856115
kopaszodok	42	kopaszodo	[/V][Prs.NDef.1Sg]	lakom/lakok	3051	8570080167	kopaszodom	168	0.25443786982248523	-1.3686985992295109	kopaszodik	NA	3	kopaßodik	kopasodik	0.2028301886792453
korcsolyázok	65	korcsolyázo	[/V][Prs.NDef.1Sg]	lakom/lakok	13624	8570080167	korcsolyázom	260	0.25287356321839083	-1.374865665296268	korcsolyázik	zik	3	korço¬ázik	korčojázik	0.20183486238532108
korlátozódok	9	korlátozódo	[/V][Prs.NDef.1Sg]	lakom/lakok	62047	8570080167	korlátozódom	33	0.29411764705882354	-1.2237754316221157	korlátozódik	NA	4	korlátozódik	korlátozódik	0.22727272727272727
korosodok	7	korosodo	[/V][Prs.NDef.1Sg]	lakom/lakok	1301	8570080167	korosodom	77	0.10256410256410256	-2.277267285009756	korosodik	NA	3	korosodik	korošodik	0.09302325581395347
korteskedek	13	korteskede	[/V][Prs.NDef.1Sg]	lakom/lakok	844	8570080167	korteskedem	6	2	0.6931471805599453	korteskedik	NA	3	korteskedik	korteškedik	0.6666666666666666
körülményeskedek	12	körülményeskede	[/V][Prs.NDef.1Sg]	lakom/lakok	254	8570080167	körülményeskedem	1	6.5	1.8718021769015911	körülményeskedik	NA	5	körülmé¥eskedik	körülméṉeškedik	0.8666666666666666
korzózok	12	korzózo	[/V][Prs.NDef.1Sg]	lakom/lakok	2269	8570080167	korzózom	8	1.4444444444444444	0.36772478012531734	korzózik	zik	2	korzózik	korzózik	0.5909090909090909
kosarazok	110	kosarazo	[/V][Prs.NDef.1Sg]	lakom/lakok	7721	8570080167	kosarazom	83	1.3214285714285714	0.2787134024690205	kosarazik	zik	3	kosarazik	košarazik	0.5692307692307692
kosárlabdázok	54	kosárlabdázo	[/V][Prs.NDef.1Sg]	lakom/lakok	5674	8570080167	kosárlabdázom	58	0.9322033898305084	-0.07020425867324857	kosárlabdázik	zik	4	kosárlabdázik	košárlabdázik	0.4824561403508772
kotnyeleskedek	20	kotnyeleskede	[/V][Prs.NDef.1Sg]	lakom/lakok	479	8570080167	kotnyeleskedem	5	3.5	1.252762968495368	kotnyeleskedik	NA	4	kot¥eleskedik	kotṉeleškedik	0.7777777777777779
kötődök	506	kötődö	[/V][Prs.NDef.1Sg]	lakom/lakok	196712	8570080167	kötődöm	3339	0.15179640718562873	-1.885215082379563	kötődik	NA	2	kötődik	kötődik	0.13179100597868468
kotorászok	250	kotorászo	[/V][Prs.NDef.1Sg]	lakom/lakok	7658	8570080167	kotorászom	90	2.758241758241758	1.0145934326149335	kotorászik	szik	3	kotoráßik	kotorásik	0.7339181286549707
kötözködök	236	kötözködö	[/V][Prs.NDef.1Sg]	lakom/lakok	6981	8570080167	kötözködöm	354	0.6676056338028169	-0.4040576483402846	kötözködik	NA	3	kötözködik	kötözködik	0.4003378378378379
kotródok	14	kotródo	[/V][Prs.NDef.1Sg]	lakom/lakok	1221	8570080167	kotródom	7	1.875	0.6286086594223741	kotródik	NA	2	kotródik	kotródik	0.6521739130434783
követelőzök	33	követelőzö	[/V][Prs.NDef.1Sg]	lakom/lakok	4650	8570080167	követelőzöm	4	6.8	1.916922612182061	követelőzik	zik	4	követelőzik	követelőzik	0.8717948717948718
következek	193	következe	[/V][Prs.NDef.1Sg]	lakom/lakok	1151088	8570080167	következem	625	0.30990415335463256	-1.1714922120367706	következik	zik	3	következik	következik	0.23658536585365847
közeledek	1658	közelede	[/V][Prs.NDef.1Sg]	lakom/lakok	245136	8570080167	közeledem	663	2.4984939759036147	0.9156881407140108	közeledik	NA	3	közeledik	közeledik	0.7141627206198882
közlekedek	1741	közlekede	[/V][Prs.NDef.1Sg]	lakom/lakok	287338	8570080167	közlekedem	1564	1.1130990415335462	0.10714805443819442	közlekedik	NA	3	közlekedik	közlekedik	0.5267614151799214
közösködök	9	közösködö	[/V][Prs.NDef.1Sg]	lakom/lakok	2915	8570080167	közösködöm	63	0.15625	-1.8562979903656265	közösködik	NA	3	közösködik	közöšködik	0.1351351351351351
kufárkodok	3	kufárkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	698	8570080167	kufárkodom	3	1	0	kufárkodik	NA	3	kufárkodik	kufárkodik	0.5
kukacoskodok	63	kukacoskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	1681	8570080167	kukacoskodom	71	0.8888888888888888	-0.11778303565638353	kukacoskodik	NA	4	kukacoskodik	kukacoškodik	0.47058823529411764
kuktáskodok	1	kuktáskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	445	8570080167	kuktáskodom	7	0.25	-1.3862943611198906	kuktáskodik	NA	3	kuktáskodik	kuktáškodik	0.2
különcködök	14	különcködö	[/V][Prs.NDef.1Sg]	lakom/lakok	660	8570080167	különcködöm	19	0.75	-0.2876820724517809	különcködik	NA	3	különcködik	különcködik	0.4285714285714286
kunyizok	18	kunyizo	[/V][Prs.NDef.1Sg]	lakom/lakok	393	8570080167	kunyizom	1	9.5	2.2512917986064953	kunyizik	zik	2	ku¥izik	kuṉizik	0.9047619047619049
kupálódok	7	kupálódo	[/V][Prs.NDef.1Sg]	lakom/lakok	393	8570080167	kupálódom	2	2.6666666666666665	0.9808292530117262	kupálódik	NA	3	kupálódik	kupálódik	0.7272727272727273
kuporodok	38	kuporodo	[/V][Prs.NDef.1Sg]	lakom/lakok	3941	8570080167	kuporodom	38	1	0	kuporodik	NA	3	kuporodik	kuporodik	0.5
küszködök	2497	küszködö	[/V][Prs.NDef.1Sg]	lakom/lakok	65981	8570080167	küszködöm	1652	1.5111917725347852	0.4128985928644987	küszködik	NA	2	küßködik	küsködik	0.6017827029631413
kutakodok	516	kutakodo	[/V][Prs.NDef.1Sg]	lakom/lakok	25692	8570080167	kutakodom	384	1.3428571428571427	0.2947995402206448	kutakodik	NA	3	kutakodik	kutakodik	0.573170731707317
kutyázok	52	kutyázo	[/V][Prs.NDef.1Sg]	lakom/lakok	1659	8570080167	kutyázom	170	0.30994152046783624	-1.171371642950538	kutyázik	zik	2	ku†ázik	kuṯázik	0.23660714285714282
lábadozok	134	lábadozo	[/V][Prs.NDef.1Sg]	lakom/lakok	7640	8570080167	lábadozom	209	0.6428571428571429	-0.4418327522790392	lábadozik	zik	3	lábadozik	lábadozik	0.391304347826087
lábatlankodok	27	lábatlankodo	[/V][Prs.NDef.1Sg]	lakom/lakok	1479	8570080167	lábatlankodom	26	1.037037037037037	0.03636764417087479	lábatlankodik	NA	4	lábatlankodik	lábatlankodik	0.509090909090909
lakok	5680	lako	[/V][Prs.NDef.1Sg]	lakom/lakok	612717	8570080167	lakom	44987	0.12627811860940696	-2.0692685139667852	lakik	NA	1	lakik	lakik	0.11211983658647301
lakozok	11	lakozo	[/V][Prs.NDef.1Sg]	lakom/lakok	39428	8570080167	lakozom	382	0.03133159268929503	-3.4631283393926457	lakozik	zik	2	lakozik	lakozik	0.030379746835443033
látszok	195	látszo	[/V][Prs.NDef.1Sg]	lakom/lakok	1217735	8570080167	látszom	1964	0.09974554707379137	-2.3051328650728444	látszik	szik	1	látßik	látsik	0.0906987505784359
lázadozok	37	lázadozo	[/V][Prs.NDef.1Sg]	lakom/lakok	5616	8570080167	lázadozom	97	0.3877551020408163	-0.9473813189441862	lázadozik	zik	3	lázadozik	lázadozik	0.27941176470588236
lázasodok	18	lázasodo	[/V][Prs.NDef.1Sg]	lakom/lakok	964	8570080167	lázasodom	20	0.9047619047619048	-0.10008345855698252	lázasodik	NA	3	lázasodik	lázašodik	0.47500000000000003
legénykedek	6	legénykede	[/V][Prs.NDef.1Sg]	lakom/lakok	363	8570080167	legénykedem	5	1.1666666666666667	0.15415067982725836	legénykedik	NA	3	legé¥kedik	legéṉkedik	0.5384615384615384
legyeskedek	20	legyeskede	[/V][Prs.NDef.1Sg]	lakom/lakok	1730	8570080167	legyeskedem	5	3.5	1.252762968495368	legyeskedik	NA	3	le©eskedik	leḏeškedik	0.7777777777777779
leledzek	88	leledze	[/V][Prs.NDef.1Sg]	lakom/lakok	8370	8570080167	leledzem	87	1.0113636363636365	0.01129955525393346	leledzik	zik	2	leledzik	leledzik	0.5028248587570622
lélegezek	3	lélegeze	[/V][Prs.NDef.1Sg]	lakom/lakok	903	8570080167	lélegezem	3	1	0	lélegezik	zik	3	lélegezik	lélegezik	0.5
lélegzek	483	lélegze	[/V][Prs.NDef.1Sg]	lakom/lakok	82329	8570080167	lélegzem	266	1.8127340823970035	0.5948362483163822	lélegzik	zik	2	lélegzik	lélegzik	0.644474034620506
lelkendezek	98	lelkendeze	[/V][Prs.NDef.1Sg]	lakom/lakok	9487	8570080167	lelkendezem	14	6.6	1.8870696490323795	lelkendezik	zik	3	lelkendezik	lelkendezik	0.8684210526315789
